年龄,工作情况,教育,教育时间,婚姻状况,职业类型,家庭角色,民族,性别,投资收入,投资损失,工作天数,省份,Y
31,有限责任公司,大学未毕业,10,未婚,执行主管,孩子,民族D,男,0,0,45,省份8,0
23,个体,大学生,13,未婚,其他职业,离家,民族D,女,0,0,35,省份8,0
47,未知,大学未毕业,10,已婚平民配偶,未知,妻子,民族D,女,0,0,8,省份8,0
55,地方政府,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
45,非有限责任公司,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,99999,0,60,省份8,1
41,个体,高中生,9,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
24,个体,大学生,13,未婚,销售,离家,民族D,女,0,0,30,省份8,0
26,个体,大学生,13,已婚平民配偶,执行主管,妻子,民族D,女,0,0,55,省份8,1
43,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,42,省份8,1
23,省政府,大学未毕业,10,未婚,管理文书,离家,民族D,男,0,0,60,省份8,0
21,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
36,省政府,大学生,13,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,50,省份8,1
55,非有限责任公司,研究生,14,已婚平民配偶,销售,丈夫,民族D,男,3103,0,55,省份8,1
40,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,1977,60,省份8,1
64,个体,准职业学位,11,离婚,技术支持,离家,民族D,女,0,0,40,省份8,0
40,个体,高中生,9,离婚,管理文书,孩子,民族D,男,0,0,40,省份8,0
24,个体,高中生,9,未婚,农业捕捞,孩子,民族D,男,0,0,40,省份8,0
18,个体,高二,7,未婚,其他职业,孩子,民族D,男,0,0,12,省份8,0
41,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族A,男,0,0,45,省份8,1
55,有限责任公司,高中生,9,离婚,执行主管,未婚,民族D,男,0,2444,60,省份8,1
37,个体,高中生,9,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
41,个体,大学生,13,离婚,执行主管,离家,民族D,男,0,0,50,省份8,1
42,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
53,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族C,男,0,0,40,省份8,0
56,个体,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,35,省份8,0
50,个体,大学专科,12,已婚平民配偶,技术支持,丈夫,民族A,男,0,0,40,省份8,0
51,未知,高中生,9,分居,未知,未婚,民族D,女,0,0,38,省份8,0
21,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,0,0,40,省份8,0
22,个体,高三,8,已婚配偶异地,其他职业,未婚,民族A,女,0,0,50,省份8,0
35,中央部委,高中生,9,未婚,其他职业,其他关系,民族D,男,0,0,40,省份8,0
80,未知,高中生,9,已婚平民配偶,未知,丈夫,民族D,男,0,0,8,省份8,0
23,个体,高中生,9,未婚,农业捕捞,孩子,民族D,男,0,0,40,省份8,0
37,个体,大学未毕业,10,离婚,劳工保洁,孩子,民族D,男,0,1504,40,省份8,0
32,个体,大学生,13,未婚,销售,其他关系,民族D,男,0,0,32,省份8,0
34,地方政府,研究生,14,离婚,专业技术,离家,其他,女,0,0,40,省份8,0
72,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,2653,0,40,省份8,0
47,个体,准职业学位,11,已婚平民配偶,执行主管,妻子,民族D,女,0,0,45,省份8,1
61,非有限责任公司,初三,5,已婚平民配偶,销售,丈夫,民族D,男,0,0,58,省份8,1
46,个体,高中生,9,未婚,技术支持,其他关系,民族D,男,0,0,40,省份8,0
23,个体,大学专科,12,未婚,劳工保洁,离家,民族D,男,0,0,25,省份8,0
39,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,84,省份8,1
25,个体,大学生,13,未婚,执行主管,孩子,民族D,女,0,0,40,省份8,0
25,未知,大学生,13,未婚,未知,孩子,民族D,女,0,0,35,省份5,0
34,省政府,高三,8,已婚平民配偶,军人,丈夫,民族D,男,0,0,40,省份8,0
41,地方政府,高中生,9,分居,其他职业,离家,民族A,女,4101,0,40,省份8,0
50,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,45,省份8,1
55,个体,大学生,13,已婚平民配偶,手工艺维修,其他关系,民族D,男,0,0,40,省份8,0
43,非有限责任公司,大学未毕业,10,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,84,省份8,0
37,有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
22,个体,大学未毕业,10,未婚,执行主管,离家,民族D,男,0,0,30,省份8,0
36,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,44,省份8,0
19,个体,高中生,9,未婚,管理文书,孩子,民族D,男,0,0,40,省份8,0
38,个体,高中生,9,离婚,机械操作,离家,民族D,男,0,0,45,省份8,0
28,个体,高中生,9,未婚,保安,未婚,民族C,女,0,0,40,省份8,0
38,个体,大学生,13,分居,执行主管,离家,民族D,男,27828,0,45,省份8,1
45,中央部委,大学未毕业,10,离婚,管理文书,离家,民族D,女,0,0,45,省份8,0
69,个体,高中生,9,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,36,省份8,0
35,个体,初三,5,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,32,省份8,0
42,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族B,男,0,0,40,省份30,1
43,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,48,省份8,1
37,非有限责任公司,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,75,省份8,0
31,个体,研究生,14,未婚,执行主管,离家,民族D,女,99999,0,40,省份8,1
53,地方政府,研究生,14,已婚平民配偶,专业技术,妻子,民族D,女,15024,0,40,省份8,1
53,个体,大学未毕业,10,离婚,专业技术,离家,民族D,女,0,0,40,省份8,0
18,未知,高中生,9,未婚,未知,孩子,民族D,女,0,0,35,省份8,0
39,非有限责任公司,初三,5,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
31,个体,大学生,13,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份31,0
26,未知,高中生,9,未婚,未知,孩子,民族D,女,0,0,40,省份8,0
35,地方政府,高中生,9,未婚,保安,孩子,民族D,男,0,0,40,省份8,0
41,地方政府,研究生,14,离婚,专业技术,未婚,民族D,女,7430,0,36,省份8,1
38,个体,大学生,13,已婚平民配偶,管理文书,丈夫,民族B,男,0,0,42,省份8,1
31,个体,大学生,13,已婚平民配偶,销售,丈夫,民族A,男,0,0,90,省份8,1
42,地方政府,准职业学位,11,离婚,专业技术,未婚,民族D,女,0,0,50,省份8,0
50,个体,大学未毕业,10,未婚,其他职业,离家,民族D,男,0,0,32,省份8,0
28,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族B,男,0,0,40,省份30,0
50,有限责任公司,研究生,14,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
19,个体,高中生,9,未婚,销售,离家,民族D,男,0,0,38,省份8,0
22,中央部委,大学未毕业,10,未婚,其他职业,孩子,民族A,男,0,0,20,省份8,0
25,个体,高中生,9,离婚,劳工保洁,孩子,民族B,女,0,0,40,省份17,0
46,地方政府,大学生,13,离婚,专业技术,离家,民族D,女,4787,0,25,省份8,1
47,非有限责任公司,初中一、二年级,4,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,72,省份8,1
20,个体,高一,6,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
53,地方政府,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
39,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,15024,0,40,省份8,1
33,有限责任公司,大学生,13,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
50,中央部委,高中生,9,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,0
57,个体,初中一、二年级,4,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,0
25,个体,小学5、6年级,3,未婚,手工艺维修,离家,民族D,男,0,0,40,省份22,0
27,个体,高二,7,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
29,个体,高中生,9,未婚,运输,未婚,民族D,男,0,0,40,省份8,0
39,个体,研究生,14,离婚,执行主管,未婚,民族A,女,15020,0,60,省份8,1
31,地方政府,高中生,9,离婚,管理文书,未婚,民族D,女,0,0,40,省份8,0
45,个体,高中生,9,已婚平民配偶,其他职业,妻子,民族D,女,0,0,40,省份8,1
52,个体,高中生,9,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
19,个体,高中生,9,未婚,其他职业,孩子,民族A,女,0,0,40,省份8,0
35,地方政府,大学未毕业,10,分居,管理文书,未婚,民族C,女,0,0,40,省份8,0
23,个体,大学生,13,未婚,销售,离家,民族A,男,0,0,15,省份8,0
38,个体,职高,15,已婚平民配偶,专业技术,妻子,民族D,女,0,0,40,省份8,0
51,个体,高中生,9,离婚,专业技术,未婚,民族D,女,0,0,40,省份8,1
24,个体,大学生,13,未婚,专业技术,孩子,民族A,女,0,0,35,省份8,0
29,地方政府,准职业学位,11,已婚平民配偶,保安,丈夫,民族D,男,7688,0,40,省份8,1
41,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
26,个体,大学生,13,未婚,管理文书,离家,民族D,男,0,0,40,省份8,0
76,个体,高中生,9,丧偶,管理文书,离家,民族D,女,0,0,8,省份8,0
36,未知,高二,7,已婚平民配偶,未知,丈夫,民族D,男,0,0,40,省份8,0
28,个体,高二,7,未婚,机械操作,未婚,民族D,女,0,0,40,省份32,0
29,个体,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,60,省份22,0
56,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
41,有限责任公司,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,99999,0,70,省份8,1
36,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
39,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,43,省份8,1
30,个体,高中生,9,分居,其他职业,离家,民族D,男,0,0,40,省份8,0
50,中央部委,高中生,9,离婚,管理文书,未婚,民族D,女,0,0,46,省份8,0
28,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
40,个体,准职业学位,11,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,0
31,个体,高一,6,离婚,其他职业,离家,民族D,男,0,0,40,省份8,0
56,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份8,1
41,省政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,38,省份8,1
18,个体,高中生,9,未婚,管理文书,离家,民族D,女,0,0,25,省份8,0
34,个体,大学生,13,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,50,省份8,1
31,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
22,个体,大学未毕业,10,未婚,其他职业,未婚,民族D,女,0,0,20,省份8,0
48,个体,大学专科,12,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,45,省份8,0
21,个体,大学未毕业,10,未婚,销售,孩子,民族D,男,0,0,40,省份8,0
47,省政府,高中生,9,离婚,其他职业,未婚,民族A,女,0,0,40,省份8,0
41,有限责任公司,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,60,省份8,1
36,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族B,男,0,0,40,省份40,0
49,中央部委,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,0
24,中央部委,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,0,40,省份33,0
49,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份33,1
32,个体,大学未毕业,10,未婚,执行主管,离家,民族D,男,0,0,60,省份8,0
35,地方政府,大学生,13,离婚,专业技术,未婚,民族D,女,5721,0,40,省份8,0
18,个体,高二,7,未婚,执行主管,孩子,民族D,女,0,0,20,省份8,0
47,个体,幼儿园,1,未婚,销售,未婚,民族A,女,0,0,40,省份11,0
35,个体,高中生,9,离婚,销售,离家,民族D,女,0,0,50,省份8,0
32,个体,高二,7,已婚平民配偶,其他职业,妻子,民族D,女,0,0,60,省份8,0
43,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,30,省份8,0
59,个体,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,60,省份8,0
41,地方政府,研究生,14,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
70,个体,高中生,9,离婚,其他职业,离家,民族D,女,0,0,23,省份8,0
28,个体,大学生,13,离婚,手工艺维修,未婚,民族D,男,0,0,50,省份8,0
20,个体,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,20,省份8,0
69,非有限责任公司,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,33,省份8,0
33,个体,高三,8,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,0
41,中央部委,准职业学位,11,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
18,个体,高二,7,未婚,其他职业,孩子,民族D,男,0,0,20,省份8,0
40,个体,大学专科,12,已婚平民配偶,保安,丈夫,民族D,男,0,0,60,省份8,0
46,个体,高中生,9,已婚平民配偶,家政服务,妻子,民族D,女,0,0,40,省份8,0
27,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
22,个体,高中生,9,未婚,管理文书,孩子,民族D,男,0,0,40,省份8,0
41,个体,高中生,9,分居,劳工保洁,离家,民族A,男,0,0,40,省份8,0
50,非有限责任公司,大学未毕业,10,已婚平民配偶,农业捕捞,丈夫,民族D,男,7688,0,40,省份8,1
57,个体,准职业学位,11,离婚,机械操作,离家,民族A,男,0,0,40,省份8,0
55,个体,高中生,9,离婚,管理文书,未婚,民族D,男,0,0,25,省份8,0
75,未知,高一,6,丧偶,未知,其他关系,民族B,女,0,0,1,省份9,0
38,个体,大学未毕业,10,未婚,管理文书,未婚,民族D,女,6497,0,35,省份8,0
25,个体,职高,15,未婚,专业技术,离家,民族D,女,0,0,30,省份8,0
48,个体,大学生,13,离婚,管理文书,离家,民族D,男,0,0,40,省份8,0
57,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,55,省份8,1
32,未知,大学未毕业,10,已婚平民配偶,未知,丈夫,民族D,男,0,0,40,省份8,0
45,地方政府,研究生,14,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
28,个体,准职业学位,11,未婚,销售,离家,民族D,男,0,0,50,省份8,0
30,个体,大学未毕业,10,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,32,省份8,0
59,个体,高中生,9,分居,销售,未婚,民族A,女,0,0,40,省份8,0
35,个体,高二,7,未婚,其他职业,未婚,民族C,男,0,0,40,省份8,0
33,地方政府,大学专科,12,离婚,保安,离家,民族D,男,0,0,56,省份8,0
30,个体,高二,7,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
29,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
44,个体,准职业学位,11,未婚,专业技术,离家,民族A,男,0,0,40,省份8,0
50,地方政府,高一,6,未婚,其他职业,离家,民族D,男,0,0,40,省份8,0
41,个体,高二,7,离婚,其他职业,未婚,其他,女,0,0,40,省份8,0
39,个体,高中生,9,离婚,机械操作,未婚,民族D,男,2977,0,40,省份8,0
54,非有限责任公司,大学专科,12,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,1
60,个体,小学5、6年级,3,离婚,机械操作,未婚,民族D,男,0,0,40,省份8,0
31,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,1887,50,省份8,1
30,个体,高二,7,已婚平民配偶,其他职业,妻子,民族A,女,0,0,30,省份8,0
42,个体,高中生,9,已婚平民配偶,销售,妻子,民族D,女,0,0,40,省份8,1
38,个体,小学3年级,2,已婚配偶异地,管理文书,离家,民族D,男,0,0,40,省份31,0
27,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,88,省份8,0
50,个体,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,1
22,个体,高二,7,离婚,销售,其他关系,民族D,女,0,0,25,省份8,0
27,个体,大学未毕业,10,未婚,销售,离家,民族D,女,0,0,30,省份8,0
46,个体,大学生,13,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
23,未知,高二,7,分居,未知,离家,民族D,女,0,0,35,省份8,0
38,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
33,非有限责任公司,大学生,13,未婚,销售,离家,民族D,女,0,0,40,省份8,0
43,个体,高中生,9,已婚平民配偶,其他职业,丈夫,民族D,男,0,1887,80,省份8,1
52,非有限责任公司,高一,6,已婚平民配偶,执行主管,妻子,民族A,女,0,0,40,省份8,0
24,个体,大学生,13,未婚,手工艺维修,离家,民族D,女,0,0,40,省份8,0
42,个体,大学未毕业,10,离婚,管理文书,离家,民族D,女,0,0,30,省份8,0
18,未知,高二,7,未婚,未知,孩子,民族D,男,0,0,27,省份8,0
50,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,4386,0,40,省份31,0
56,个体,高中生,9,离婚,运输,未婚,民族D,女,0,0,35,省份8,0
33,中央部委,高一,6,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,0
19,个体,高中生,9,未婚,手工艺维修,孩子,民族D,男,0,0,60,省份8,0
35,非有限责任公司,高中生,9,离婚,销售,离家,民族D,男,0,0,50,省份8,1
40,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,5178,0,40,省份8,1
41,地方政府,高中生,9,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,0
38,个体,高中生,9,未婚,管理文书,离家,民族D,男,0,0,60,省份8,0
41,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
30,地方政府,研究生,14,已婚平民配偶,专业技术,丈夫,民族B,男,0,0,40,省份8,1
60,个体,初中一、二年级,4,未婚,运输,离家,民族D,男,0,0,48,省份8,1
18,个体,大学未毕业,10,未婚,专业技术,孩子,民族D,女,0,0,40,省份8,0
56,个体,高中生,9,分居,手工艺维修,离家,民族D,女,0,0,40,省份8,0
19,个体,高中生,9,未婚,手工艺维修,离家,民族D,女,0,0,40,省份8,0
41,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,1902,40,省份8,1
55,个体,高中生,9,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
